Match Name,Student,Group,Aggregate Matching Score,Category Scores - Student,Category Scores - Group,Category Score Difference,Match Summary (AI),Student - University,Group - Universities,Student - Degree,Group - Degrees,Student - Learning Habits,Group - Learning Habits,Student - Struggling Concepts,Group - Struggling Concepts,Student - Career Goals,Group - Career Trajectories,Student - Meet-up Distance,Group - Meet-up Distance,Student - Meet-up Mode,Group - Meet-up Mode,Aggregate Adjusted Score,Notes,Last Evaluated,Evaluator,Rank,Join Group
Liam O'Connor ↔ Dariusz Kowalski ↔ Yuki Tanaka,Liam O'Connor,Dariusz Kowalski ↔ Yuki Tanaka,100,"{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,Georgia Institute of Technology,"Georgia Institute of Technology, University of California, San Diego",Engineering,"Engineering, Engineering","Hands-on projects, group work","Hands-on projects, group work, Hands-on projects, group work",Thermodynamics,"Thermodynamics, Thermodynamics",Mechanical engineer,"Mechanical engineer, Mechanical engineer",9 miles,"10 miles, 9 miles",In Person,"In Person, In Person",,,,,3,
Lina Svensson ↔ Fatima Al-Farsi ↔ Ivan Horvat,Lina Svensson,Fatima Al-Farsi ↔ Ivan Horvat,100,"{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,California Institute of Technology (Caltech),"California Institute of Technology (Caltech), California Institute of Technology (Caltech)",Engineering,"Engineering, Engineering","Hands-on projects, group work","Hands-on projects, group work, Hands-on projects, group work",Thermodynamics,"Thermodynamics, Thermodynamics",Mechanical engineer,"Mechanical engineer, Mechanical engineer",10 miles,"10 miles, 10 miles",In Person,"In Person, In Person",,,,,1,
Lina Svensson ↔ Fatima Al-Farsi ↔ Leah Stein,Lina Svensson,Fatima Al-Farsi ↔ Leah Stein,100,"{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,California Institute of Technology (Caltech),"California Institute of Technology (Caltech), Massachusetts Institute of Technology (MIT)",Engineering,"Engineering, Engineering","Hands-on projects, group work","Hands-on projects, group work, Hands-on projects, group work",Thermodynamics,"Thermodynamics, Thermodynamics",Mechanical engineer,"Mechanical engineer, Mechanical engineer",10 miles,"10 miles, 10 miles",In Person,"In Person, In Person",,,,,2,
Lina Svensson ↔ Ahmed Hassan ↔ Ivan Horvat,Lina Svensson,Ahmed Hassan ↔ Ivan Horvat,100,"{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,California Institute of Technology (Caltech),"Purdue University, California Institute of Technology (Caltech)",Engineering,"Engineering, Engineering","Hands-on projects, group work","Hands-on projects, group work, Hands-on projects, group work",Thermodynamics,"Thermodynamics, Thermodynamics",Mechanical engineer,"Mechanical engineer, Mechanical engineer",10 miles,"9 miles, 10 miles",In Person,"In Person, In Person",,,,,3,
Linh Tran ↔ Ethan Johnson ↔ Lucas Meyer,Linh Tran,Ethan Johnson ↔ Lucas Meyer,100,"{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}","The student and group are perfectly matched across all assessed areas, with identical scores and no differences in any category. The maximum aggregate score reflects complete compatibility.","University of California, San Diego","University of California, San Diego, University of California, Berkeley",Engineering,"Engineering, Engineering","Hands-on projects, group work","Hands-on projects, group work, Hands-on projects, group work",Thermodynamics,"Thermodynamics, Thermodynamics",Mechanical engineer,"Mechanical engineer, Mechanical engineer",10 miles,"9 miles, 10 miles",In Person,"In Person, In Person",,,,,1,
Linh Tran ↔ Ethan Johnson ↔ Tariq Aziz,Linh Tran,Ethan Johnson ↔ Tariq Aziz,100,"{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}","The student and group are perfectly matched across all assessed areas, with identical scores and no differences in any category. The maximum aggregate score reflects complete compatibility and alignment in academic background, habits, goals, and logistical preferences.","University of California, San Diego","University of California, San Diego, University of Miami",Engineering,"Engineering, Engineering","Hands-on projects, group work","Hands-on projects, group work, Hands-on projects, group work",Thermodynamics,"Thermodynamics, Thermodynamics",Mechanical engineer,"Mechanical engineer, Mechanical engineer",10 miles,"9 miles, 10 miles",In Person,"In Person, In Person",,,,,2,
Linh Tran ↔ Ethan Johnson ↔ Sofia Petrova,Linh Tran,Ethan Johnson ↔ Sofia Petrova,100,"{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}","The student and group are perfectly matched across all assessed areas, with identical scores and no differences in any category. The aggregate score of 100 reflects complete compatibility, indicating a strong foundation for successful collaboration.","University of California, San Diego","University of California, San Diego, University of Illinois Urbana–Champaign",Engineering,"Engineering, Engineering","Hands-on projects, group work","Hands-on projects, group work, Hands-on projects, group work",Thermodynamics,"Thermodynamics, Thermodynamics",Mechanical engineer,"Mechanical engineer, Mechanical engineer",10 miles,"9 miles, 10 miles",In Person,"In Person, In Person",,,,,3,
Lucas Evans ↔ Elena Popova ↔ Mustafa Demir,Lucas Evans,Elena Popova ↔ Mustafa Demir,100,"{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,Cornell University,"Cornell University, University of Texas at Austin",Biology,"Biology, Biology","Lab work, field research","Lab work, field research, Lab work, field research",Ecosystem dynamics,"Ecosystem dynamics, Ecosystem dynamics",Ecologist,"Ecologist, Ecologist",9 miles,"9 miles, 10 miles",In Person,"In Person, In Person",,,,,1,
Lucas Evans ↔ David Kim ↔ Hiroshi Sato,Lucas Evans,David Kim ↔ Hiroshi Sato,100,"{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,Cornell University,"Cornell University, Florida International University",Biology,"Biology, Biology","Lab work, field research","Lab work, field research, Lab work, field research",Ecosystem dynamics,"Ecosystem dynamics, Ecosystem dynamics",Ecologist,"Ecologist, Ecologist",9 miles,"10 miles, 9 miles",In Person,"In Person, In Person",,,,,2,
Lucas Evans ↔ Grace Lee ↔ Isabella Rossi,Lucas Evans,Grace Lee ↔ Isabella Rossi,100,"{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,Cornell University,"University of California, San Diego, Cornell University",Biology,"Biology, Biology","Lab work, field research","Lab work, field research, Lab work, field research",Ecosystem dynamics,"Ecosystem dynamics, Ecosystem dynamics",Ecologist,"Ecologist, Ecologist",9 miles,"9 miles, 10 miles",In Person,"In Person, In Person",,,,,3,
Lucas Martins ↔ Emily Brown ↔ Samantha Evans,Lucas Martins,Emily Brown ↔ Samantha Evans,75,"{
  ""University"": 100,
  ""Degree"": 70,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 90
}","{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 10,
  ""Degree"": 30,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 20
}",,Florida International University,"Florida International University, Purdue University",Engineering,"Engineering, Engineering","Hands-on projects, group work","Hands-on projects, group work, Hands-on projects, group work",Fluid mechanics,"Thermodynamics, Thermodynamics",Mechanical engineer,"Mechanical engineer, Mechanical engineer",10 miles,"10 miles, 10 miles",Hybrid,"In Person, In Person",,Struggling Concepts mismatch (-15),,,1,
Lucas Martins ↔ Emily Brown ↔ Hana Kimura,Lucas Martins,Emily Brown ↔ Hana Kimura,75,"{
  ""University"": 100,
  ""Degree"": 70,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 90
}","{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 10,
  ""Degree"": 30,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 20
}",,Florida International University,"Florida International University, University of Illinois Urbana–Champaign",Engineering,"Engineering, Engineering","Hands-on projects, group work","Hands-on projects, group work, Hands-on projects, group work",Fluid mechanics,"Thermodynamics, Thermodynamics",Mechanical engineer,"Mechanical engineer, Mechanical engineer",10 miles,"10 miles, 10 miles",Hybrid,"In Person, In Person",,Struggling Concepts mismatch (-15),,,2,
Lucas Martins ↔ Emily Brown ↔ Sofia Petrova,Lucas Martins,Emily Brown ↔ Sofia Petrova,75,"{
  ""University"": 100,
  ""Degree"": 70,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 90
}","{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 10,
  ""Degree"": 30,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 20
}",,Florida International University,"Florida International University, University of Illinois Urbana–Champaign",Engineering,"Engineering, Engineering","Hands-on projects, group work","Hands-on projects, group work, Hands-on projects, group work",Fluid mechanics,"Thermodynamics, Thermodynamics",Mechanical engineer,"Mechanical engineer, Mechanical engineer",10 miles,"10 miles, 10 miles",Hybrid,"In Person, In Person",,Struggling Concepts mismatch (-15),,,3,
Lucas Meyer ↔ Ava Williams ↔ Hana Kimura,Lucas Meyer,Ava Williams ↔ Hana Kimura,100,"{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,"University of California, Berkeley","University of California, Berkeley, University of Illinois Urbana–Champaign",Engineering,"Engineering, Engineering","Hands-on projects, group work","Hands-on projects, group work, Hands-on projects, group work",Thermodynamics,"Thermodynamics, Thermodynamics",Mechanical engineer,"Mechanical engineer, Mechanical engineer",10 miles,"9 miles, 10 miles",In Person,"In Person, In Person",,,,,1,
Lucas Meyer ↔ Emily Brown ↔ Santiago Lopez,Lucas Meyer,Emily Brown ↔ Santiago Lopez,100,"{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,"University of California, Berkeley","Florida International University, University of California, Berkeley",Engineering,"Engineering, Engineering","Hands-on projects, group work","Hands-on projects, group work, Hands-on projects, group work",Thermodynamics,"Thermodynamics, Thermodynamics",Mechanical engineer,"Mechanical engineer, Mechanical engineer",10 miles,"10 miles, 10 miles",In Person,"In Person, In Person",,,,,2,
Lucas Meyer ↔ Ava Williams ↔ Kevin Nguyen,Lucas Meyer,Ava Williams ↔ Kevin Nguyen,100,"{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,"University of California, Berkeley","University of California, Berkeley, Georgia Institute of Technology",Engineering,"Engineering, Engineering","Hands-on projects, group work","Hands-on projects, group work, Hands-on projects, group work",Thermodynamics,"Thermodynamics, Thermodynamics",Mechanical engineer,"Mechanical engineer, Mechanical engineer",10 miles,"9 miles, 10 miles",In Person,"In Person, In Person",,,,,3,
Lucas Oliveira ↔ Aaliyah Mohammed ↔ Ahmed El-Sayed,Lucas Oliveira,Aaliyah Mohammed ↔ Ahmed El-Sayed,75,"{
  ""University"": 100,
  ""Degree"": 70,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 90
}","{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 10,
  ""Degree"": 30,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 20
}",,University of Texas at Austin,"Carnegie Mellon University, University of Texas at Austin",Engineering,"Engineering, Engineering","Hands-on projects, group work","Hands-on projects, group work, Hands-on projects, group work",Fluid mechanics,"Thermodynamics, Thermodynamics",Mechanical engineer,"Mechanical engineer, Mechanical engineer",10 miles,"10 miles, 10 miles",In Person,"In Person, In Person",,Struggling Concepts mismatch (-15),,,1,
Lucas Oliveira ↔ Ahmed El-Sayed ↔ Samuel Mensah,Lucas Oliveira,Ahmed El-Sayed ↔ Samuel Mensah,75,"{
  ""University"": 100,
  ""Degree"": 70,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 90
}","{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 10,
  ""Degree"": 30,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 20
}",,University of Texas at Austin,"University of Texas at Austin, Carnegie Mellon University",Engineering,"Engineering, Engineering","Hands-on projects, group work","Hands-on projects, group work, Hands-on projects, group work",Fluid mechanics,"Thermodynamics, Thermodynamics",Mechanical engineer,"Mechanical engineer, Mechanical engineer",10 miles,"10 miles, 9 miles",In Person,"In Person, In Person",,Struggling Concepts mismatch (-15),,,2,
Lucas Oliveira ↔ Ahmed El-Sayed ↔ Anna Müller,Lucas Oliveira,Ahmed El-Sayed ↔ Anna Müller,75,"{
  ""University"": 100,
  ""Degree"": 70,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 90
}","{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 10,
  ""Degree"": 30,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 20
}",,University of Texas at Austin,"University of Texas at Austin, Cornell University",Engineering,"Engineering, Engineering","Hands-on projects, group work","Hands-on projects, group work, Hands-on projects, group work",Fluid mechanics,"Thermodynamics, Thermodynamics",Mechanical engineer,"Mechanical engineer, Mechanical engineer",10 miles,"10 miles, 10 miles",In Person,"In Person, In Person",,Struggling Concepts mismatch (-15),,,3,
Maria Rodriguez ↔ Mei Chen ↔ Nadia Benali,Maria Rodriguez,Mei Chen ↔ Nadia Benali,100,"{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,Stanford University,"Stanford University, University of California, Los Angeles",Engineering,"Engineering, Engineering","Hands-on projects, group work","Hands-on projects, group work, Hands-on projects, group work",Thermodynamics,"Thermodynamics, Thermodynamics",Mechanical engineer,"Mechanical engineer, Mechanical engineer",9 miles,"10 miles, 9 miles",In Person,"In Person, In Person",,,,,1,
Maria Rodriguez ↔ Kevin Nguyen ↔ Mei Chen,Maria Rodriguez,Kevin Nguyen ↔ Mei Chen,95,"{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,Stanford University,"Georgia Institute of Technology, Stanford University",Engineering,"Engineering, Engineering","Hands-on projects, group work","Hands-on projects, group work, Hands-on projects, group work",Thermodynamics,"Thermodynamics, Thermodynamics",Mechanical engineer,"Mechanical engineer, Mechanical engineer",9 miles,"10 miles, 10 miles",In Person,"In Person, In Person",,Meet-up Distance mismatch (-5),,,2,
Maria Rodriguez ↔ Ahmed El-Sayed ↔ Mei Chen,Maria Rodriguez,Ahmed El-Sayed ↔ Mei Chen,95,"{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 90,
  ""Degree"": 100,
  ""Learning Habits"": 100,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,Stanford University,"University of Texas at Austin, Stanford University",Engineering,"Engineering, Engineering","Hands-on projects, group work","Hands-on projects, group work, Hands-on projects, group work",Thermodynamics,"Thermodynamics, Thermodynamics",Mechanical engineer,"Mechanical engineer, Mechanical engineer",9 miles,"10 miles, 10 miles",In Person,"In Person, In Person",,Meet-up Distance mismatch (-5),,,3,
Mariam Habib ↔ Ivan Petrov ↔ Maya Sharma,Mariam Habib,Ivan Petrov ↔ Maya Sharma,100,"{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,"University of California, Berkeley","Carnegie Mellon University, University of California, Berkeley",Biology,"Biology, Biology","Lab work, field research","Lab work, field research, Lab work, field research",Ecosystem dynamics,"Ecosystem dynamics, Ecosystem dynamics",Ecologist,"Ecologist, Ecologist",10 miles,"10 miles, 9 miles",In Person,"In Person, In Person",,,,,1,
Mariam Habib ↔ Emily Clark ↔ Mikhail Orlov,Mariam Habib,Emily Clark ↔ Mikhail Orlov,100,"{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,"University of California, Berkeley","University of Texas at Austin, University of California, Berkeley",Biology,"Biology, Biology","Lab work, field research","Lab work, field research, Lab work, field research",Ecosystem dynamics,"Ecosystem dynamics, Ecosystem dynamics",Ecologist,"Ecologist, Ecologist",10 miles,"10 miles, 9 miles",In Person,"In Person, In Person",,,,,2,
Mariam Habib ↔ Maya Sharma ↔ Samuel Lee,Mariam Habib,Maya Sharma ↔ Samuel Lee,100,"{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 70,
  ""Degree"": 100,
  ""Learning Habits"": 70,
  ""Struggling Concepts"": 100,
  ""Career Goals"": 70,
  ""Meet-up Distance"": 70
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,"University of California, Berkeley","University of California, Berkeley, California Institute of Technology (Caltech)",Biology,"Biology, Biology","Lab work, field research","Lab work, field research, Lab work, field research",Ecosystem dynamics,"Ecosystem dynamics, Ecosystem dynamics",Ecologist,"Ecologist, Ecologist",10 miles,"9 miles, 10 miles",In Person,"In Person, In Person",,,,,3,
Marta Kowalczyk ↔ Gabriel Souza ↔ Mohamed Abdallah,Marta Kowalczyk,Gabriel Souza ↔ Mohamed Abdallah,100,"{
  ""University"": 90,
  ""Degree"": 90,
  ""Learning Habits"": 90,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 90
}","{
  ""University"": 90,
  ""Degree"": 90,
  ""Learning Habits"": 90,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 90
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}",,Purdue University,"Cornell University, Purdue University",Biology,"Biology, Biology","Group study, flashcards","Group study, flashcards, Group study, flashcards",Genetics,"Genetics, Genetics",Research scientist,"Research scientist, Research scientist",8 miles,"8 miles, 8 miles",In Person,"In Person, In Person",,,,,1,
Marta Kowalczyk ↔ Jin Park ↔ Mohamed Abdallah,Marta Kowalczyk,Jin Park ↔ Mohamed Abdallah,100,"{
  ""University"": 90,
  ""Degree"": 90,
  ""Learning Habits"": 90,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 90
}","{
  ""University"": 90,
  ""Degree"": 90,
  ""Learning Habits"": 90,
  ""Struggling Concepts"": 90,
  ""Career Goals"": 90,
  ""Meet-up Distance"": 90
}","{
  ""University"": 0,
  ""Degree"": 0,
  ""Learning Habits"": 0,
  ""Struggling Concepts"": 0,
  ""Career Goals"": 0,
  ""Meet-up Distance"": 0
}","The student and group demonstrate perfect alignment across all assessed areas, with identical scores and no differences in any category. The maximum aggregate score reflects exceptional compatibility and a strong foundation for a successful match.",Purdue University,"Georgia Institute of Technology, Purdue University",Biology,"Biology, Biology","Group study, flashcards","Group study, flashcards, Group study, flashcards",Genetics,"Genetics, Genetics",Research scientist,"Research scientist, Research scientist",8 miles,"8 miles, 8 miles",In Person,"In Person, In Person",,,,,2,
