Match Name,Student A,Student B,Matched Categories,Category Scores - Student A,Category Scores - Student B,Category Score Difference,Aggregate Matching Score,Match Summary (AI),Match Type (AI),Best Match (AI),Student A - University,Student B - University,Student A - University : Weight,Student B - University : Weight,Student A - Meet-up Mode,Student B - Meet-up Mode,Student A - Meet-up Mode : Weight,Student B - Meet-up Mode : Weight,Student A - Degree,Student B - Degree,Student A - Degree : Weight,Student B - Degree : Weight,Student A - Learning Habits,Student B - Learning Habits,Student A - Learning Habits : Weight,Student B - Learning Habits : Weight,Student A - Struggling Concepts,Student B - Struggling Concepts,Student A - Struggling Concepts : Weight,Student B - Struggling Concepts : Weight,Student A - Career Goals,Student B - Career Goals,Student A - Career Trajectories : Weight,Student B - Career Trajectories : Weight,Student A - Meet-up Distance,Student B - Meet-up Distance : Score,Student A - Meet-up Distance : Weight,Student B - Meet-up Distance : Weight,University Match,Meet-up Mode Match,Degree Match,Learning Habits Match,Struggling Concepts Match,Career Goals Match,Meet-up Distance Match,University - Both Care,Meet-up Mode - Both Care,Degree - Both Care,Learning Habits - Both Care,Struggling Concepts - Both Care,Career Goals - Both Care,Meet-up Distance - Both Care,University - Adjusted Score,Meet-up Mode - Adjusted Score,Degree - Adjusted Score,Learning Habits - Adjusted Score,Struggling Concepts - Adjusted Score,Career Goals - Adjusted Score,Meet-up Distance - Adjusted Score,Aggregate Adjusted Score,Select for Group,Groups
Ahmed El-Sayed ↔ Omar Farouk,Ahmed El-Sayed,Omar Farouk,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",80,,,,University of Texas at Austin,Cornell University,2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,,
Ahmed El-Sayed ↔ Victoria Smith,Ahmed El-Sayed,Victoria Smith,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",80,,,,University of Texas at Austin,University of Illinois Urbana–Champaign,2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,,
Ahmed El-Sayed ↔ Maria Rodriguez,Ahmed El-Sayed,Maria Rodriguez,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",80,,,,University of Texas at Austin,Stanford University,2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,,
Ahmed El-Sayed ↔ Nadia Benali,Ahmed El-Sayed,Nadia Benali,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",80,,,,University of Texas at Austin,"University of California, Los Angeles",2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,,
Ahmed El-Sayed ↔ Helena Costa,Ahmed El-Sayed,Helena Costa,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",80,,,,University of Texas at Austin,Florida International University,2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,,
Ahmed Hassan ↔ Anna Müller,Ahmed Hassan,Anna Müller,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",80,,,,Purdue University,Cornell University,2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,checked,
Ahmed Hassan ↔ Ivan Horvat,Ahmed Hassan,Ivan Horvat,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",80,,,,Purdue University,California Institute of Technology (Caltech),2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,checked,
Ahmed Hassan ↔ Aya Nakamura,Ahmed Hassan,Aya Nakamura,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",80,,,,Purdue University,University of Michigan – Ann Arbor,2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,checked,
Ahmed Hassan ↔ Lina Svensson,Ahmed Hassan,Lina Svensson,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",80,,,,Purdue University,California Institute of Technology (Caltech),2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,checked,
Ahmed Hassan ↔ Dariusz Kowalski,Ahmed Hassan,Dariusz Kowalski,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",80,,,,Purdue University,Georgia Institute of Technology,2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,checked,
Ahmed Hassan ↔ Lucas Meyer,Ahmed Hassan,Lucas Meyer,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",80,,,,Purdue University,"University of California, Berkeley",2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,,
Ahmed Hassan ↔ Linh Tran,Ahmed Hassan,Linh Tran,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",80,,,,Purdue University,"University of California, San Diego",2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,,
Ahmed Hassan ↔ Kevin Nguyen,Ahmed Hassan,Kevin Nguyen,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",80,,,,Purdue University,Georgia Institute of Technology,2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,,
Ahmed Hassan ↔ Fatima Al-Farsi,Ahmed Hassan,Fatima Al-Farsi,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",80,,,,Purdue University,California Institute of Technology (Caltech),2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,,
Ahmed Hassan ↔ Hana Kimura,Ahmed Hassan,Hana Kimura,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",80,,,,Purdue University,University of Illinois Urbana–Champaign,2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,,
Ahmed Hassan ↔ Leah Stein,Ahmed Hassan,Leah Stein,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",80,,,,Purdue University,Massachusetts Institute of Technology (MIT),2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,,
Ahmed Hassan ↔ Emily Brown,Ahmed Hassan,Emily Brown,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",80,,,,Purdue University,Florida International University,2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,,
Ahmed Hassan ↔ Olivia Wilson,Ahmed Hassan,Olivia Wilson,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",80,,,,Purdue University,"University of California, Los Angeles",2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,checked,
Ahmed Hassan ↔ Tariq Aziz,Ahmed Hassan,Tariq Aziz,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",80,,,,Purdue University,University of Miami,2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,checked,
Ahmed Hassan ↔ Mei Chen,Ahmed Hassan,Mei Chen,"University,Degree,Learning Habits,Struggling Concepts,Career Trajectories,Meet-up Distance,Meet-up Mode","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 90,
  ""Degree : Score"": 100,
  ""Learning Habits : Score"": 100,
  ""Struggling Concepts : Score"": 90,
  ""Career Trajectories : Score"": 90,
  ""Meet-up Distance : Score"": 70,
  ""Meet-up Mode : Score"": 70
}","{
  ""University : Score"": 0,
  ""Degree : Score"": 0,
  ""Learning Habits : Score"": 0,
  ""Struggling Concepts : Score"": 0,
  ""Career Trajectories : Score"": 0,
  ""Meet-up Distance : Score"": 0,
  ""Meet-up Mode : Score"": 0
}",80,,,,Purdue University,Stanford University,2,2,In Person,In Person,1,1,Engineering,Engineering,3,3,"Hands-on projects, group work","Hands-on projects, group work",3,3,Thermodynamics,Thermodynamics,2,2,Mechanical engineer,Mechanical engineer,2,2,70,70,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,-4,2,6,6,4,4,2,18,,
